Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-03841,Data Analyst,"Join our growing team as a Data Analyst. Required skills: Excel, R, Google Analytics. This role involves generating reports and data quality assurance and collaborating with cross-functional teams.","Excel, R, Google Analytics",Senior (5-8 yrs),Sydney,1634000.0,2024-04-01
JOB-03842,Product Manager (Tech),"We are looking for a skilled Product Manager (Tech) to join our team. The ideal candidate should have experience with JIRA, Scrum, Agile, User Research, A/B Testing. You will be responsible for feature prioritization and user research.","JIRA, Scrum, Agile, User Research, A/B Testing",Mid (3-5 yrs),Hyderabad,943000.0,2022-11-09
JOB-03843,Database Administrator,"Join our growing team as a Database Administrator. Required skills: Linux, PostgreSQL, Database Tuning, MongoDB, SQL, Backup Recovery, MySQL, Oracle. This role involves database management and data migration and collaborating with cross-functional teams.","Linux, PostgreSQL, Database Tuning, MongoDB, SQL, Backup Recovery, MySQL, Oracle",Mid (3-5 yrs),Kochi,819000.0,2019-12-03
JOB-03844,Full Stack Developer,"Hiring a Full Stack Developer with strong expertise in REST API, TypeScript, MongoDB, JavaScript. You will building web applications and database management and drive innovation in our technology stack.","REST API, TypeScript, MongoDB, JavaScript",Senior (5-8 yrs),Kolkata,,2025-03-13
JOB-03845,Full Stack Developer,"Exciting opportunity for a Full Stack Developer! Must be proficient in Git, HTML, TypeScript, React, Vue.js. Key responsibilities include building web applications and designing RESTful APIs.","Git, HTML, TypeScript, React, Vue.js",Mid (3-5 yrs),London,898000.0,2018-06-04
JOB-03846,QA Engineer,"Join our growing team as a QA Engineer. Required skills: JIRA, CI/CD, Test Automation, Java. This role involves performance testing and bug tracking and collaborating with cross-functional teams.","JIRA, CI/CD, Test Automation, Java",Junior (1-3 yrs),Ahmedabad,734000.0,2025-02-27
JOB-03847,Database Administrator,"Hiring a Database Administrator with strong expertise in SQL, Database Tuning, MySQL, Backup Recovery, PostgreSQL, Python, Linux, MongoDB. You will performance tuning and data migration and drive innovation in our technology stack.","SQL, Database Tuning, MySQL, Backup Recovery, PostgreSQL, Python, Linux, MongoDB",Fresher (0-1 yrs),Dublin,568000.0,2021-10-28
JOB-03848,Data Engineer,"Hiring a Data Engineer with strong expertise in Docker, Scala, Airflow. You will ETL processes and data warehousing and drive innovation in our technology stack.","Docker, Scala, Airflow",Lead (8-12 yrs),Dublin,2317000.0,2022-06-17
JOB-03849,Site Reliability Engineer,"Join our growing team as a Site Reliability Engineer. Required skills: Grafana, Prometheus, Bash, Kubernetes, Incident Management. This role involves incident management and ensuring system reliability and collaborating with cross-functional teams.",,Fresher (0-1 yrs),Kochi,584000.0,2018-12-13
JOB-03850,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Compliance, Python, Penetration Testing, Vulnerability Assessment. The role focuses on incident response and security audits and delivering high-quality solutions.","Compliance, Python, Penetration Testing, Vulnerability Assessment",Senior (5-8 yrs),Bangalore,1990000.0,2022-06-20
JOB-03851,Database Administrator,"We are looking for a skilled Database Administrator to join our team. The ideal candidate should have experience with SQL, Python, Database Tuning. You will be responsible for backup and recovery and data migration.","SQL, Python, Database Tuning",Mid (3-5 yrs),Singapore,1052000.0,2020-12-15
JOB-03852,Systems Administrator,"Join our growing team as a Systems Administrator. Required skills: PowerShell, VMware, Networking, Bash, Monitoring. This role involves server management and system monitoring and collaborating with cross-functional teams.","PowerShell, VMware, Networking, Bash, Monitoring",Mid (3-5 yrs),Sydney,877000.0,2019-04-20
JOB-03853,Database Administrator,"Hiring a Database Administrator with strong expertise in MongoDB, PostgreSQL, Database Tuning, MySQL, Python, Data Modeling, Linux, Oracle. You will data migration and database management and drive innovation in our technology stack.",,Fresher (0-1 yrs),Dublin,357000.0,2022-11-15
JOB-03854,Cloud Architect,"Join our growing team as a Cloud Architect. Required skills: CloudFormation, Networking, Security, Linux, Azure, Microservices, Docker, Terraform. This role involves cost optimization and security architecture and collaborating with cross-functional teams.","CloudFormation, Networking, Security, Linux, Azure, Microservices, Docker, Terraform",Principal (12+ yrs),Austin,4549000.0,2023-08-22
JOB-03855,Mobile App Developer,"Exciting opportunity for a Mobile App Developer! Must be proficient in REST API, iOS, JavaScript, Swift. Key responsibilities include UI/UX implementation and app store deployment.",,Principal (12+ yrs),Berlin,3511000.0,2024-01-20
JOB-03856,Business Intelligence Analyst,"Hiring a Business Intelligence Analyst with strong expertise in ETL, Power BI, Python, DAX, Statistics, Excel, Data Warehousing, Data Visualization. You will business requirements analysis and building BI dashboards and drive innovation in our technology stack.","ETL, Power BI, Python, DAX, Statistics, Excel, Data Warehousing, Data Visualization",Principal (12+ yrs),Sydney,3813000.0,2024-12-12
JOB-03857,Data Scientist,"We need an experienced Data Scientist who can work with R, Statistics, Python, SQL, Deep Learning. The role focuses on analyzing large datasets and presenting insights to stakeholders and delivering high-quality solutions.","R, Statistics, Python, SQL, Deep Learning",Fresher (0-1 yrs),Chennai,449000.0,2024-07-22
JOB-03858,Data Scientist,"Hiring a Data Scientist with strong expertise in Machine Learning, Scikit-learn, Jupyter, Python, R. You will presenting insights to stakeholders and analyzing large datasets and drive innovation in our technology stack.",,Fresher (0-1 yrs),Sydney,554000.0,2023-03-11
JOB-03859,AI Engineer,"Exciting opportunity for a AI Engineer! Must be proficient in PyTorch, Deep Learning, TensorFlow. Key responsibilities include research and prototyping and developing AI solutions.","PyTorch, Deep Learning, TensorFlow",Principal (12+ yrs),Jaipur,4088000.0,2020-08-25
JOB-03860,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: REST API, Swift, Android. This role involves performance optimization and app store deployment and collaborating with cross-functional teams.","REST API, Swift, Android",Junior (1-3 yrs),Chennai,946000.0,2022-09-17
JOB-03861,Full Stack Developer,"Hiring a Full Stack Developer with strong expertise in Vue.js, Node.js, SQL, Angular, JavaScript. You will database management and frontend UI development and drive innovation in our technology stack.","Vue.js, Node.js, SQL, Angular, JavaScript",Senior (5-8 yrs),Austin,2154000.0,2022-11-25
JOB-03862,Blockchain Developer,"We need an experienced Blockchain Developer who can work with Python, DeFi, Smart Contracts, Node.js, Solidity, Rust. The role focuses on security auditing and blockchain architecture and delivering high-quality solutions.","Python, DeFi, Smart Contracts, Node.js, Solidity, Rust",Junior (1-3 yrs),Sydney,712000.0,2021-10-15
JOB-03863,DevOps Engineer,"Join our growing team as a DevOps Engineer. Required skills: Bash, Terraform, Kubernetes. This role involves infrastructure automation and managing CI/CD pipelines and collaborating with cross-functional teams.","Bash, Terraform, Kubernetes",Fresher (0-1 yrs),Sydney,542000.0,2019-11-18
JOB-03864,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Tableau, Data Visualization, R, Statistics, SQL, Google Analytics, Power BI. You will be responsible for data quality assurance and analyzing business metrics.","Tableau, Data Visualization, R, Statistics, SQL, Google Analytics, Power BI",Lead (8-12 yrs),Ahmedabad,3452000.0,2021-09-03
JOB-03865,Backend Developer,"Exciting opportunity for a Backend Developer! Must be proficient in Microservices, Java, Kubernetes, RabbitMQ, REST API. Key responsibilities include API development and microservices architecture.","Microservices, Java, Kubernetes, RabbitMQ, REST API",Principal (12+ yrs),Dublin,4457000.0,2022-10-04
JOB-03866,Data Engineer,"We are looking for a skilled Data Engineer to join our team. The ideal candidate should have experience with ETL, Scala, Hadoop, Docker, Python, SQL, Data Warehousing, Airflow. You will be responsible for data quality management and data warehousing.","ETL, Scala, Hadoop, Docker, Python, SQL, Data Warehousing, Airflow",Lead (8-12 yrs),Hyderabad,3736000.0,2021-06-19
JOB-03867,Cloud Architect,"Hiring a Cloud Architect with strong expertise in Networking, Serverless, AWS, Terraform, Azure. You will cost optimization and security architecture and drive innovation in our technology stack.","Networking, Serverless, AWS, Terraform, Azure",Junior (1-3 yrs),Singapore,530000.0,2022-09-07
JOB-03868,Full Stack Developer,"Hiring a Full Stack Developer with strong expertise in Node.js, SQL, Git. You will database management and frontend UI development and drive innovation in our technology stack.","Node.js, SQL, Git",Senior (5-8 yrs),Chennai,2113000.0,2022-09-20
JOB-03869,Cloud Architect,"Exciting opportunity for a Cloud Architect! Must be proficient in Security, Networking, CloudFormation, Microservices, AWS. Key responsibilities include cost optimization and migration planning.","Security, Networking, CloudFormation, Microservices, AWS",Principal (12+ yrs),Berlin,4750000.0,2019-02-01
JOB-03870,Mobile App Developer,"Exciting opportunity for a Mobile App Developer! Must be proficient in iOS, React Native, Git. Key responsibilities include performance optimization and app store deployment.","iOS, React Native, Git",Senior (5-8 yrs),Bangalore,1529000.0,2021-03-28
JOB-03871,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Linux, Compliance, Incident Response, Network Security, Penetration Testing, SIEM. You will security audits and incident response and drive innovation in our technology stack.","Linux, Compliance, Incident Response, Network Security, Penetration Testing, SIEM",Principal (12+ yrs),Singapore,3624000.0,2023-10-03
JOB-03872,Machine Learning Engineer,"Hiring a Machine Learning Engineer with strong expertise in TensorFlow, PyTorch, Deep Learning, AWS. You will building ML pipelines and optimizing model performance and drive innovation in our technology stack.","TensorFlow, PyTorch, Deep Learning, AWS",Principal (12+ yrs),Mumbai,5283000.0,2023-08-14
JOB-03873,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with Redis, SQL, Python. You will be responsible for API development and database optimization.","Redis, SQL, Python",Junior (1-3 yrs),London,791000.0,2023-10-03
JOB-03874,Site Reliability Engineer,"Hiring a Site Reliability Engineer with strong expertise in Grafana, Kubernetes, Bash, Linux, Incident Management, Prometheus. You will incident management and ensuring system reliability and drive innovation in our technology stack.","Grafana, Kubernetes, Bash, Linux, Incident Management, Prometheus",Junior (1-3 yrs),Bangalore,973000.0,2025-11-03
JOB-03875,Database Administrator,"Hiring a Database Administrator with strong expertise in Data Modeling, MySQL, Linux, MongoDB, PostgreSQL. You will backup and recovery and performance tuning and drive innovation in our technology stack.","Data Modeling, MySQL, Linux, MongoDB, PostgreSQL",Mid (3-5 yrs),Delhi NCR,1192000.0,2021-08-09
JOB-03876,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Vulnerability Assessment, Python, Incident Response, Firewalls, SIEM. You will threat detection and vulnerability assessment and drive innovation in our technology stack.","Vulnerability Assessment, Python, Incident Response, Firewalls, SIEM",Fresher (0-1 yrs),Delhi NCR,378000.0,2025-11-13
JOB-03877,Systems Administrator,"Join our growing team as a Systems Administrator. Required skills: PowerShell, DNS, Networking, Active Directory, Monitoring. This role involves server management and network administration and collaborating with cross-functional teams.","PowerShell, DNS, Networking, Active Directory, Monitoring",Junior (1-3 yrs),Hyderabad,636000.0,2020-07-07
JOB-03878,AI Engineer,"Join our growing team as a AI Engineer. Required skills: Docker, NLP, OpenAI, TensorFlow, PyTorch, Python, Machine Learning, Deep Learning. This role involves research and prototyping and integrating AI into products and collaborating with cross-functional teams.","Docker, NLP, OpenAI, TensorFlow, PyTorch, Python, Machine Learning, Deep Learning",Lead (8-12 yrs),Hyderabad,2268000.0,2020-02-13
JOB-03879,Mobile App Developer,"We need an experienced Mobile App Developer who can work with Firebase, Git, TypeScript, REST API, Kotlin, Android, JavaScript, iOS. The role focuses on building mobile applications and UI/UX implementation and delivering high-quality solutions.","Firebase, Git, TypeScript, REST API, Kotlin, Android, JavaScript, iOS",Principal (12+ yrs),Seattle,5460000.0,2022-09-16
JOB-03880,Software Engineer,"We are looking for a skilled Software Engineer to join our team. The ideal candidate should have experience with C++, SQL, Docker, Algorithms, Python, Java, Agile. You will be responsible for writing clean code and software design.","C++, SQL, Docker, Algorithms, Python, Java, Agile",Mid (3-5 yrs),Hyderabad,1121000.0,2022-04-24
JOB-03881,Data Engineer,"We need an experienced Data Engineer who can work with Hadoop, Data Warehousing, SQL, Python, AWS, Snowflake. The role focuses on ETL processes and building data pipelines and delivering high-quality solutions.","Hadoop, Data Warehousing, SQL, Python, AWS, Snowflake",Senior (5-8 yrs),Dublin,1585000.0,2022-01-22
JOB-03882,Software Engineer,"Join our growing team as a Software Engineer. Required skills: Git, SQL, Docker. This role involves technical documentation and software design and collaborating with cross-functional teams.","Git, SQL, Docker",Lead (8-12 yrs),Pune,2232000.0,2020-09-11
JOB-03883,Machine Learning Engineer,"We are looking for a skilled Machine Learning Engineer to join our team. The ideal candidate should have experience with MLOps, Computer Vision, Python, Deep Learning, Scikit-learn, PyTorch. You will be responsible for feature engineering and deploying ML models to production.","MLOps, Computer Vision, Python, Deep Learning, Scikit-learn, PyTorch",Fresher (0-1 yrs),Toronto,345000.0,2022-02-10
JOB-03884,Blockchain Developer,"We need an experienced Blockchain Developer who can work with Python, Smart Contracts, JavaScript, Cryptography, Web3, Ethereum. The role focuses on smart contract development and blockchain architecture and delivering high-quality solutions.","Python, Smart Contracts, JavaScript, Cryptography, Web3, Ethereum",Junior (1-3 yrs),Pune,751000.0,2022-03-27
JOB-03885,Data Analyst,"Join our growing team as a Data Analyst. Required skills: Pandas, Power BI, Tableau. This role involves analyzing business metrics and generating reports and collaborating with cross-functional teams.","Pandas, Power BI, Tableau",Lead (8-12 yrs),Jaipur,3643000.0,2023-07-06
JOB-03886,DevOps Engineer,"Exciting opportunity for a DevOps Engineer! Must be proficient in Ansible, Linux, AWS, Python, Jenkins. Key responsibilities include infrastructure automation and container orchestration.","Ansible, Linux, AWS, Python, Jenkins",Senior (5-8 yrs),Chennai,1589000.0,2020-03-10
JOB-03887,Cloud Architect,"Hiring a Cloud Architect with strong expertise in Docker, Terraform, GCP, Microservices. You will migration planning and cost optimization and drive innovation in our technology stack.","Docker, Terraform, GCP, Microservices",Junior (1-3 yrs),Chennai,590000.0,2018-11-22
JOB-03888,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Firewalls, Incident Response, Compliance, Linux, Network Security, Vulnerability Assessment, SIEM. The role focuses on threat detection and security audits and delivering high-quality solutions.","Firewalls, Incident Response, Compliance, Linux, Network Security, Vulnerability Assessment, SIEM",Principal (12+ yrs),Sydney,3667000.0,2018-09-26
JOB-03889,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with Python, Node.js, PostgreSQL, Docker, SQL. You will be responsible for API development and designing scalable backend systems.","Python, Node.js, PostgreSQL, Docker, SQL",Mid (3-5 yrs),Sydney,929000.0,2021-10-16
JOB-03890,Data Engineer,"We need an experienced Data Engineer who can work with Data Warehousing, Python, Docker, Apache Spark, Hadoop, Kafka, AWS. The role focuses on ETL processes and data warehousing and delivering high-quality solutions.","Data Warehousing, Python, Docker, Apache Spark, Hadoop, Kafka, AWS",Fresher (0-1 yrs),San Francisco,383000.0,2021-06-27
JOB-03891,Database Administrator,"Exciting opportunity for a Database Administrator! Must be proficient in Linux, Oracle, Data Modeling, PostgreSQL, Python, MongoDB, Backup Recovery, SQL. Key responsibilities include data migration and backup and recovery.","Linux, Oracle, Data Modeling, PostgreSQL, Python, MongoDB, Backup Recovery, SQL",Mid (3-5 yrs),Kolkata,1226000.0,2024-04-26
JOB-03892,Cloud Architect,"Hiring a Cloud Architect with strong expertise in Security, Kubernetes, Azure, Terraform, Linux, AWS. You will security architecture and cost optimization and drive innovation in our technology stack.","Security, Kubernetes, Azure, Terraform, Linux, AWS",Junior (1-3 yrs),Berlin,557000.0,2019-07-11
JOB-03893,Cybersecurity Analyst,"Exciting opportunity for a Cybersecurity Analyst! Must be proficient in Network Security, Linux, Encryption, Vulnerability Assessment, Firewalls, Python. Key responsibilities include vulnerability assessment and threat detection.","Network Security, Linux, Encryption, Vulnerability Assessment, Firewalls, Python",Principal (12+ yrs),Ahmedabad,4580000.0,2021-11-03
JOB-03894,Cybersecurity Analyst,"Join our growing team as a Cybersecurity Analyst. Required skills: Network Security, SIEM, Firewalls, Penetration Testing, Incident Response. This role involves threat detection and incident response and collaborating with cross-functional teams.","Network Security, SIEM, Firewalls, Penetration Testing, Incident Response",Principal (12+ yrs),Jaipur,3986000.0,2021-01-23
JOB-03895,Backend Developer,"Hiring a Backend Developer with strong expertise in Java, Python, Kubernetes, SQL. You will microservices architecture and database optimization and drive innovation in our technology stack.","Java, Python, Kubernetes, SQL",Junior (1-3 yrs),Hyderabad,815000.0,2025-09-06
JOB-03896,Product Manager (Tech),"Hiring a Product Manager (Tech) with strong expertise in SQL, Agile, User Research, Roadmapping, Data Analysis, Product Strategy. You will user research and stakeholder management and drive innovation in our technology stack.","SQL, Agile, User Research, Roadmapping, Data Analysis, Product Strategy",Lead (8-12 yrs),Ahmedabad,2852000.0,2025-05-18
JOB-03897,Systems Administrator,"We are looking for a skilled Systems Administrator to join our team. The ideal candidate should have experience with DNS, Windows Server, Monitoring, Linux, Security. You will be responsible for network administration and security patching.","DNS, Windows Server, Monitoring, Linux, Security",Lead (8-12 yrs),Sydney,3240000.0,2023-09-10
JOB-03898,Cybersecurity Analyst,"We are looking for a skilled Cybersecurity Analyst to join our team. The ideal candidate should have experience with Penetration Testing, Python, Incident Response, Compliance. You will be responsible for threat detection and incident response.","Penetration Testing, Python, Incident Response, Compliance",Principal (12+ yrs),Hyderabad,4821000.0,2022-07-07
JOB-03899,DevOps Engineer,"We are looking for a skilled DevOps Engineer to join our team. The ideal candidate should have experience with CI/CD, Python, Monitoring, Ansible. You will be responsible for container orchestration and infrastructure automation.","CI/CD, Python, Monitoring, Ansible",Fresher (0-1 yrs),London,498000.0,2025-10-03
JOB-03900,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Data Visualization, ETL, Python, DAX, Tableau. This role involves business requirements analysis and report automation and collaborating with cross-functional teams.","Data Visualization, ETL, Python, DAX, Tableau",Mid (3-5 yrs),Seattle,,2020-07-25
JOB-03901,Data Scientist,"Join our growing team as a Data Scientist. Required skills: Pandas, Python, Machine Learning, SQL, NLP. This role involves creating data pipelines and presenting insights to stakeholders and collaborating with cross-functional teams.","Pandas, Python, Machine Learning, SQL, NLP",Lead (8-12 yrs),Dublin,3006000.0,2021-12-01
JOB-03902,Data Engineer,"Exciting opportunity for a Data Engineer! Must be proficient in Kafka, Hadoop, SQL, Python, Airflow, Snowflake, ETL. Key responsibilities include building data pipelines and data warehousing.","Kafka, Hadoop, SQL, Python, Airflow, Snowflake, ETL",Lead (8-12 yrs),Delhi NCR,2555000.0,2022-11-22
JOB-03903,Cloud Architect,"Join our growing team as a Cloud Architect. Required skills: Microservices, Azure, Linux, AWS, CloudFormation, Security, Kubernetes, Docker. This role involves cost optimization and designing cloud infrastructure and collaborating with cross-functional teams.","Microservices, Azure, Linux, AWS, CloudFormation, Security, Kubernetes, Docker",Lead (8-12 yrs),Kolkata,3198000.0,2025-03-24
JOB-03904,Full Stack Developer,"Join our growing team as a Full Stack Developer. Required skills: Vue.js, React, JavaScript, SQL, Docker. This role involves building web applications and designing RESTful APIs and collaborating with cross-functional teams.","Vue.js, React, JavaScript, SQL, Docker",Lead (8-12 yrs),Toronto,2684000.0,2024-10-16
JOB-03905,Site Reliability Engineer,"Join our growing team as a Site Reliability Engineer. Required skills: Prometheus, Incident Management, AWS, Docker, Linux, Grafana, Python, Kubernetes. This role involves incident management and ensuring system reliability and collaborating with cross-functional teams.","Prometheus, Incident Management, AWS, Docker, Linux, Grafana, Python, Kubernetes",Principal (12+ yrs),Jaipur,5216000.0,2021-02-20
JOB-03906,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: JavaScript, Firebase, React Native. This role involves UI/UX implementation and building mobile applications and collaborating with cross-functional teams.","JavaScript, Firebase, React Native",Senior (5-8 yrs),Chennai,2438000.0,2023-06-01
JOB-03907,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Power BI, Google Analytics, R, Pandas, Excel, SQL, Tableau. You will be responsible for data quality assurance and generating reports.","Power BI, Google Analytics, R, Pandas, Excel, SQL, Tableau",Principal (12+ yrs),Kolkata,4662000.0,2025-11-10
JOB-03908,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Power BI, Data Warehousing, Excel, Statistics. This role involves data modeling and business requirements analysis and collaborating with cross-functional teams.","Power BI, Data Warehousing, Excel, Statistics",Senior (5-8 yrs),Jaipur,1809000.0,2019-11-11
JOB-03909,DevOps Engineer,"Exciting opportunity for a DevOps Engineer! Must be proficient in Python, Git, Azure, Kubernetes, Docker, AWS, Terraform. Key responsibilities include infrastructure automation and monitoring and alerting.","Python, Git, Azure, Kubernetes, Docker, AWS, Terraform",Junior (1-3 yrs),Kolkata,587000.0,2024-09-17
JOB-03910,Backend Developer,"Exciting opportunity for a Backend Developer! Must be proficient in Node.js, SQL, REST API, RabbitMQ, Spring Boot, Redis, Kubernetes, Java. Key responsibilities include API development and designing scalable backend systems.","Node.js, SQL, REST API, RabbitMQ, Spring Boot, Redis, Kubernetes, Java",Mid (3-5 yrs),Chennai,1562000.0,2018-05-21
JOB-03911,Site Reliability Engineer,"Exciting opportunity for a Site Reliability Engineer! Must be proficient in Prometheus, Linux, Incident Management, Docker, Kubernetes, Grafana. Key responsibilities include ensuring system reliability and capacity planning.","Prometheus, Linux, Incident Management, Docker, Kubernetes, Grafana",Junior (1-3 yrs),Pune,651000.0,2025-08-09
JOB-03912,Systems Administrator,"Hiring a Systems Administrator with strong expertise in DNS, Linux, Bash, Active Directory. You will server management and security patching and drive innovation in our technology stack.","DNS, Linux, Bash, Active Directory",Mid (3-5 yrs),Sydney,1112000.0,2019-10-14
JOB-03913,QA Engineer,"Hiring a QA Engineer with strong expertise in Python, Performance Testing, Manual Testing, API Testing, Test Automation. You will performance testing and bug tracking and drive innovation in our technology stack.","Python, Performance Testing, Manual Testing, API Testing, Test Automation",Senior (5-8 yrs),Jaipur,1526000.0,2023-12-23
JOB-03914,Systems Administrator,"Join our growing team as a Systems Administrator. Required skills: VMware, DNS, PowerShell, Monitoring, Bash, Security. This role involves network administration and system monitoring and collaborating with cross-functional teams.","VMware, DNS, PowerShell, Monitoring, Bash, Security",Lead (8-12 yrs),Hyderabad,3284000.0,2019-07-12
JOB-03915,Product Manager (Tech),"We are looking for a skilled Product Manager (Tech) to join our team. The ideal candidate should have experience with Data Analysis, Roadmapping, JIRA, User Research, Product Strategy, A/B Testing, Stakeholder Management. You will be responsible for stakeholder management and product roadmap planning.","Data Analysis, Roadmapping, JIRA, User Research, Product Strategy, A/B Testing, Stakeholder Management",Mid (3-5 yrs),Dublin,1449000.0,2022-04-10
JOB-03916,Cloud Architect,"Exciting opportunity for a Cloud Architect! Must be proficient in GCP, CloudFormation, Security, Azure, Terraform. Key responsibilities include security architecture and cost optimization.","GCP, CloudFormation, Security, Azure, Terraform",Junior (1-3 yrs),Hyderabad,939000.0,2022-11-09
JOB-03917,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: Swift, REST API, Firebase, React Native, Flutter, Git, Android, Kotlin. This role involves building mobile applications and UI/UX implementation and collaborating with cross-functional teams.","Swift, REST API, Firebase, React Native, Flutter, Git, Android, Kotlin",Principal (12+ yrs),Kolkata,4994000.0,2024-01-05
JOB-03918,Systems Administrator,,"Linux, Windows Server, Networking",Junior (1-3 yrs),Dublin,623000.0,2025-06-07
JOB-03919,Product Manager (Tech),"Hiring a Product Manager (Tech) with strong expertise in User Research, Scrum, Roadmapping, Agile. You will product roadmap planning and stakeholder management and drive innovation in our technology stack.","User Research, Scrum, Roadmapping, Agile",Lead (8-12 yrs),Jaipur,2786000.0,2021-02-20
JOB-03920,Product Manager (Tech),"Join our growing team as a Product Manager (Tech). Required skills: Stakeholder Management, Agile, A/B Testing, JIRA. This role involves feature prioritization and stakeholder management and collaborating with cross-functional teams.","Stakeholder Management, Agile, A/B Testing, JIRA",Junior (1-3 yrs),New York,998000.0,2018-06-03
JOB-03921,Machine Learning Engineer,"Exciting opportunity for a Machine Learning Engineer! Must be proficient in TensorFlow, MLOps, PyTorch, Scikit-learn, Kubernetes. Key responsibilities include building ML pipelines and optimizing model performance.","TensorFlow, MLOps, PyTorch, Scikit-learn, Kubernetes",Fresher (0-1 yrs),Bangalore,530000.0,2021-09-16
JOB-03922,AI Engineer,"We are looking for a skilled AI Engineer to join our team. The ideal candidate should have experience with OpenAI, Machine Learning, Deep Learning, Transformers, TensorFlow, Docker, MLOps, PyTorch. You will be responsible for research and prototyping and developing AI solutions.","OpenAI, Machine Learning, Deep Learning, Transformers, TensorFlow, Docker, MLOps, PyTorch",Principal (12+ yrs),Hyderabad,3928000.0,2024-11-07
JOB-03923,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Pandas, SQL, Google Analytics, Excel, Tableau, Data Visualization, Statistics, Power BI. You will be responsible for data quality assurance and analyzing business metrics.","Pandas, SQL, Google Analytics, Excel, Tableau, Data Visualization, Statistics, Power BI",Fresher (0-1 yrs),Seattle,430000.0,2024-01-08
JOB-03924,Business Intelligence Analyst,"We need an experienced Business Intelligence Analyst who can work with ETL, Power BI, Statistics, SQL, DAX, Data Visualization, Tableau, Python. The role focuses on report automation and business requirements analysis and delivering high-quality solutions.","ETL, Power BI, Statistics, SQL, DAX, Data Visualization, Tableau, Python",Lead (8-12 yrs),Jaipur,3769000.0,2018-10-09
JOB-03925,Database Administrator,"Exciting opportunity for a Database Administrator! Must be proficient in MySQL, Python, Linux. Key responsibilities include backup and recovery and performance tuning.","MySQL, Python, Linux",Senior (5-8 yrs),Chennai,2122000.0,2023-09-05
JOB-03926,Database Administrator,"Hiring a Database Administrator with strong expertise in Database Tuning, SQL, Python, Oracle, Backup Recovery. You will data migration and database management and drive innovation in our technology stack.","Database Tuning, SQL, Python, Oracle, Backup Recovery",Mid (3-5 yrs),Mumbai,811000.0,2018-07-08
JOB-03927,DevOps Engineer,"Hiring a DevOps Engineer with strong expertise in Ansible, CI/CD, Jenkins, Terraform. You will infrastructure automation and managing CI/CD pipelines and drive innovation in our technology stack.","Ansible, CI/CD, Jenkins, Terraform",Fresher (0-1 yrs),Ahmedabad,381000.0,2024-03-18
JOB-03928,Blockchain Developer,"We are looking for a skilled Blockchain Developer to join our team. The ideal candidate should have experience with Cryptography, Web3, Node.js. You will be responsible for security auditing and blockchain architecture.","Cryptography, Web3, Node.js",Mid (3-5 yrs),Sydney,1501000.0,2021-02-26
JOB-03929,Product Manager (Tech),"We need an experienced Product Manager (Tech) who can work with Data Analysis, Agile, User Research, Product Strategy, Stakeholder Management, JIRA. The role focuses on user research and product roadmap planning and delivering high-quality solutions.","Data Analysis, Agile, User Research, Product Strategy, Stakeholder Management, JIRA",Principal (12+ yrs),Bangalore,5270000.0,2022-08-21
JOB-03930,Data Analyst,"Exciting opportunity for a Data Analyst! Must be proficient in SQL, Python, R, Excel, Pandas, Power BI. Key responsibilities include data quality assurance and analyzing business metrics.","SQL, Python, R, Excel, Pandas, Power BI",Fresher (0-1 yrs),Hyderabad,394000.0,2022-12-15
JOB-03931,Data Scientist,"We are looking for a skilled Data Scientist to join our team. The ideal candidate should have experience with NLP, Python, SQL, R, Statistics, Pandas, NumPy, PyTorch. You will be responsible for presenting insights to stakeholders and creating data pipelines.","NLP, Python, SQL, R, Statistics, Pandas, NumPy, PyTorch",Principal (12+ yrs),Kochi,4390000.0,2023-07-10
JOB-03932,Software Engineer,"Hiring a Software Engineer with strong expertise in Docker, C++, Git, Linux, Data Structures, Java. You will writing clean code and technical documentation and drive innovation in our technology stack.","Docker, C++, Git, Linux, Data Structures, Java",Senior (5-8 yrs),Chennai,2271000.0,2019-06-03
JOB-03933,Data Engineer,"We need an experienced Data Engineer who can work with Apache Spark, Data Warehousing, ETL, Kafka. The role focuses on data warehousing and data quality management and delivering high-quality solutions.","Apache Spark, Data Warehousing, ETL, Kafka",Lead (8-12 yrs),Pune,2750000.0,2020-10-16
